Metrics,LoadPoint,Bandwidth,src,dest, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Blocking probability by QoTO,4,all,all,all, ,0.0032840230779980434,0.002016330278892416,0.002056257611147711,0.0023257671038709547,0.0026551675949771417,0.0016669661216585814,0.0031642410812321576,0.0024655127667644887,0.0027350222594877322,0.0028448224231897947


Blocking probability by other,0,all,all,all, ,0.13897706174761934,0.13211954243277235,0.1311313409594538,0.13270847058353796,0.13361681739234593,0.13112135912638997,0.13002335748936936,0.1298337026611567,0.13713042263081193,0.13644167614940808
Blocking probability by other,1,all,all,all, ,0.14562496256812602,0.13997524505400172,0.14806052983569903,0.15006687828152762,0.1451258709149348,0.13867760675570462,0.13817851510251342,0.13664131281068456,0.1418119023377453,0.1496376594597832
Blocking probability by other,2,all,all,all, ,0.13857778842506638,0.15456868499331217,0.14535545307540276,0.148968876644507,0.1527819368748877,0.15447884849573776,0.1523227725539518,0.154069593340121,0.15142440757820766,0.14996705995088938
Blocking probability by other,3,all,all,all, ,0.1570441795931405,0.16250424227905214,0.16586812002156076,0.1593499830308838,0.15418937533688687,0.1564652332754387,0.16171567746701004,0.156335469445609,0.15720388892216167,0.1567147791020343
Blocking probability by other,4,all,all,all, ,0.1690323611027929,0.1676848136391767,0.16825377812381465,0.16972110758419676,0.15861132738416084,0.16678644866343256,0.16683635782875167,0.1614062406420315,0.16418119023377453,0.17558044359266137


Blocking probability by crosstalk,0,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk,1,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk,2,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk,3,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk,4,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


Blocking probability by crosstalk in other,0,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk in other,1,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk in other,2,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk in other,3,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability by crosstalk in other,4,all,all,all, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0


Block all cores,0,all,all,all, ,40259,40096,40103,39850,39875,40446,40263,40101,40421,39982
Block all cores,1,all,all,all, ,41022,40935,40902,41304,41165,41192,41169,41396,40890,41041
Block all cores,2,all,all,all, ,42194,42055,41856,41918,42378,42087,42177,41968,42266,41941
Block all cores,3,all,all,all, ,42865,42837,43163,42948,43319,43197,43515,42675,42962,43119
Block all cores,4,all,all,all, ,44083,43551,43801,44054,43792,43565,44040,44021,43680,43961


Block core 0 ,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 0 ,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 0 ,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 0 ,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 0 ,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Block core 1 ,0,all,all,all, ,40259,40096,40103,39850,39875,40446,40263,40101,40421,39982
Block core 1 ,1,all,all,all, ,41022,40935,40902,41304,41165,41192,41169,41396,40890,41041
Block core 1 ,2,all,all,all, ,42194,42055,41856,41918,42378,42087,42177,41968,42266,41941
Block core 1 ,3,all,all,all, ,42865,42837,43163,42948,43319,43197,43515,42675,42962,43119
Block core 1 ,4,all,all,all, ,44083,43551,43801,44054,43792,43565,44040,44021,43680,43961


Block core 2 ,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 2 ,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 2 ,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 2 ,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 2 ,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Block core 3,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 3,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 3,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 3,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 3,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Block core 4,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 4,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 4,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 4,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 4,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Block core 5,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 5,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 5,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 5,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 5,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Block core 6,0,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 6,1,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 6,2,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 6,3,all,all,all, ,0,0,0,0,0,0,0,0,0,0
Block core 6,4,all,all,all, ,0,0,0,0,0,0,0,0,0,0


Blocking probability per pair,0,all,5,3, ,0.6280276816608996,0.5985663082437276,0.5536912751677853,0.6832412523020258,0.6437007874015748,0.6330935251798561,0.6325823223570191,0.6401515151515151,0.6479400749063671,0.5963963963963964
Blocking probability per pair,0,all,10,2, ,0.9483985765124555,0.9402460456942003,0.4617996604414261,0.49544626593806923,0.9404332129963899,0.9296028880866426,0.511504424778761,0.5,0.9465648854961832,0.4743362831858407
Blocking probability per pair,0,all,9,7, ,0.4207650273224044,0.3431192660550459,0.394392523364486,0.33206831119544594,0.369449378330373,0.29651162790697677,0.3865979381443299,0.4014466546112116,0.32093933463796476,0.39738805970149255
Blocking probability per pair,0,all,13,4, ,0.11672473867595819,0.10093457943925234,0.09473684210526316,0.08440366972477065,0.08490566037735849,0.10968921389396709,0.09861932938856016,0.10982658959537572,0.09392265193370165,0.07550644567219153
Blocking probability per pair,0,all,14,5, ,1.0,0.9963235294117647,0.9946236559139785,1.0,0.9980582524271845,0.9982300884955753,0.9908925318761385,0.998062015503876,0.9981549815498155,0.9872262773722628
Blocking probability per pair,0,all,2,10, ,0.9425051334702259,0.9439728353140917,0.9212328767123288,0.9682539682539683,0.9415094339622642,0.9478584729981379,0.9623931623931624,0.9408502772643254,0.9408396946564885,0.9313380281690141
Blocking probability per pair,0,all,7,11, ,0.958041958041958,0.967741935483871,0.9443478260869566,0.9452554744525548,0.9615384615384616,0.9428044280442804,0.9632352941176471,0.9547169811320755,0.9724025974025974,0.9760589318600368
